store,country,lang,reviewId,date,userName,rating,appVersion,thumbsUp,title,text,replyDate,replyText,url
App Store,id,,10698672923,2023-12-15T22:50:01Z,Ffnnnnnnn,1,,0,Kebanyakan IKLAN,"Iklannya kurang besar mbak sampai nutupin layar artikel yg mau dibaca
Bukannya dapat informasi
Malah emosi",,"Hai, Parents Ffnnnnnnn. Mohon maaf untuk kendala yang Parents hadapi Ads sangat dibutuhkan agar aplikasi kami tetap gratis untuk pengguna. Tapi jangan khawatir, kami sudah melakukan upaya untuk mengurangi frekuensi iklan yang muncul.
Untuk pertanyaan lebih lanjut, bisa hubungi kami di app.feedback@tickledmedia.com/nia@tickledmedia.com. Terima kasih ya😊
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,10673587540,2023-12-09T09:07:48Z,394ai,1,,0,App,"Loadingnya lama kali setiap di buka, gabisa buka apa apa, semua nya katanya terjadi kesalahan. Jadi gedeg liatnya",,"Halo Parent 394ai, mohon maaf atas masalah yang Parent hadapi. Untuk mengatasinya, silakan membersihkan cache aplikasi ya. Selain itu, silakan update app Parent ke versi terbaru agar Parent tidak mengalami hal ini lagi kedepannya. Bila masih mengalami masalah yang sama, silahkan kirim detail akun Parent ke app.feedback@theasianparent.com 😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,10325286199,2023-09-02T06:47:17Z,annisa lutfiana,1,,0,Bgvbb,Ga jelas ga bisa atur tgl,,"Halo, Parent annisa lutfiana! Terima kasih atas feedbacknya. Namun, kami cukup kesulitan memahami keluhan yang Parent maksud nih :( Silahkan kirimkan detail masalahnya (bisa berupa screenshoot, link, dll) ke email app.feedback@theasianparent.com / nia@tickledmedia.com agar kami bisa segera menindaklanjutinya. Terima kasih😊
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,10271297346,2023-08-18T06:53:48Z,Joykooooo,1,,0,Reset pasword,"Mau login tp lupa pasword,udh klik mengirim tautan ke email untuk reset pe tp tidak ada email masuk, sudh di ck berulang",,"Halo, Parent! Terima kasih atas feedbacknya. Namun, kami cukup kesulitan memahami keluhan yang Parent maksud nih :( Silahkan kirimkan detail masalahnya (bisa berupa screenshoot, link, dll) ke email nia@tickledmedia.com / rohaya.sitanggang@tickledmedia.com agar kami bisa segera menindaklanjutinya. Terima kasih😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,10141915465,2023-07-15T05:24:32Z,elgacmc,1,,0,Iklannya annoying,"Lama-lama annoying jd ada iklan tiap scroll iklan trs, punya game ada iklan aja lgsg diapus apalagi kaya gini hadeh.",,"Hai, Parent elgacmc! Terima kasih atas review-nya. Kami sangat terbuka atas masukan dan saran yang bisa membuat aplikasi kami menjadi lebih baik. Kami akan mendiskusikan saran Anda bersama tim terkait! 😊 (Jangan lupa bintang 5-nya!) 😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,10130636538,2023-07-12T04:10:35Z,Tiffany Akbar,1,,0,Bad,"Sejak akhir tahun 2022, reedem poin ke voucher eh voucher nya gak bisa dipake sama sekali. Malah ada keterangan voucher tidak dapat digunakan. Belum lagi konversi poin ke voucher nya yg kemahalan.
Ditambah skrang tiap comment selalu ada iklan",,"Halo, Parent Tiffany Akbar! Terima kasih atas feedbacknya. Namun, kami cukup kesulitan memahami keluhan yang Parent maksud nih :( Silahkan kirimkan detail masalahnya (bisa berupa screenshoot, link, dll) ke email app.feedback@theasianparent.com / rohaya.sitanggang@tickledmedia.com agar kami bisa segera menindaklanjutinya. Terima kasih! (Jangan lupa bintang 5-nya!) 😊
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,10048754178,2023-06-19T03:34:25Z,Anonimbae,1,,0,BANYAK IKLAN SPAM,"Kenapa ya TAP sekarang bnyak iklan spam. Ganggu banget. Scroll dikit iklan, mau liat apa iklan. JADI MALES BUKA APLIKASI TAP LAGI. !!!!",,"Halo Bunda Anonimbae, terima kasih banyak atas masukannya, Kami mohon maaf dengan sepenuh hati atas masalah yang terjadi, kami sedang berusaha untuk mengatasi masalah ini dengan tim terkait. Ditunggu informasi terbarunya ya, Bun 😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,9952968438,2023-05-22T07:43:44Z,merrykevin,1,,0,Aplikasi jelek,"Aplikasinya jelek banget bikin emosi tiap kali buka 😭 mau posting, mau buka postingan, mau komentar, selalu aja ada tulisan connection lost padahal internet baik” aja. Padahal udah update aplikasinya tetep aja connection lost. Mau komentar posting harus sampe pencet 2x. Kadang buka post isinya ga ada 
Hah cape banget jadi males buka aplikasinya 😭",,"Halo, Parent merrykevin! Terima kasih atas feedbacknya. Namun, kami cukup kesulitan memahami keluhan yang Bunda maksud nih :( Silahkan kirimkan detail masalahnya (bisa berupa screenshoot, link, dll) ke email app.feedback@theasianparent.com / rohaya.sitanggang@tickledmedia.com agar kami bisa segera menindaklanjutinya. Terima kasih! (Jangan lupa bintang 5-nya!) 😊
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,9933209233,2023-05-16T15:44:47Z,Mandabummi,1,,0,Maaf ya bintang 1,"Soalnya di pas foto bayiku di pemantau kehamilan gambarnya tuh ilang ilangan. Gabisa di liat, bisa diliat di awal trus di klik kan nah abis tuh lgsg ilang. Padahal udh update, penggunaan di ios aneh bgt. Tolong ya diperbaiki . Setelah bisa nanti aku ubah lagi bintangnya",,"Halo, Parent Mandabummi! Terima kasih atas feedbacknya. Namun, kami cukup kesulitan memahami keluhan yang Bunda maksud nih :( Silahkan kirimkan detail masalahnya (bisa berupa screenshoot, link, dll) ke email app.feedback@theasianparent.com / rohaya.sitanggang@tickledmedia.com agar kami bisa segera menindaklanjutinya. Terima kasih! (Jangan lupa bintang 5-nya!) 😊
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,9830550601,2023-04-17T05:37:10Z,indaharfianty,1,,0,Fitur VIP Parent bad,Aplikasinya bagus.. sayang aja fitur VIP parent yg ada di dalam aplikasi ini jelek banget.. katanya bisa membantu budidayakan para Ibu rumah tangga dengan penghasilan tambahan.. sampe sekarang fee saya sudah dari 2022 belum semua terbayarkan.. tolong perbaiki sistem VIP parent..,,"Halo, Bunda indaharfianty. Mohon maaf atas kendalanya. Saat ini kami sedang ada perbaikan sistem dalam internal kami untuk pembayaran VIParents, silahkan email ke finance_id@tickledmedia.com dengan menyertakan nama, akun instagram, nama campaign dan periode campaign untuk informasi lebih lanjut. Terima kasih! 😊
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,9795291727,2023-04-07T04:48:09Z,kishiaprilia,1,,0,"Pembayaran fee talent lelet, admin jg g guna tdk ad yg jawab","TOLONG LIAT GRUP TELEGRAM, BAYARKAN FEE TALENT",,"Halo, Bunda kishiaprilia. Mohon maaf atas kendalanya. Saat ini kami sedang ada perbaikan sistem dalam internal kami untuk pembayaran VIParents, silahkan email ke finance_id@tickledmedia.com dengan menyertakan nama, akun instagram, nama campaign dan periode campaign untuk informasi lebih lanjut. Terima kasih! 😊
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,9659963579,2023-02-27T05:27:07Z,inddalinda,1,,0,BAYAR FEE TALENT,"tolong dong bayar hasil kerja talent yg campaign udah berakhir dari oktober november, tapi sampe detik ini belum ada kejelasan pembayaran fee. Katanya diawal februari ini udah akhir tp blm juga dibayar. Tolong jgn zolim saya sudah kerja sesuai yg diminta tolong bayar hak saya.",,"Halo, Bunda inddalinda. Mohon maaf atas kendalanya. Saat ini kami sedang ada perbaikan sistem dalam internal kami untuk pembayaran VIParents dan campaign, silahkan email ke finance_id@tickledmedia.com dengan menyertakan nama, akun instagram, nama campaign dan periode campaign untuk informasi lebih lanjut. Terima kasih! 😊
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,9093498988,2022-09-17T11:35:09Z,Phezek,1,,0,Error,Kenapa setelah didownload tidak bisa loginn . Udah dicoba berkali kali tetep gabisa,,"Halo Bunda, 

Kami mohon maaf atas masalah yang terjadi. Untuk mengatasi masalah yang sedang Bunda hadapi, silakan untuk membersihkan cache aplikasi ya, Bun. Selain itu, silakan update app Anda ke versi terbaru agar Anda tidak mengalami hal ini lagi kedepannya. 

Tim internal kami juga sedang memperbaiki akun Bunda. Tolong juga kabari kami jika Bunda masih belum bisa login setelah 24 jam ya.

Terima kasih! 😊
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,8782286880,2022-06-17T09:32:34Z,tya arnoli,1,,0,Ga bisa masuk,"Saya coba install dan reinstall berkali2 tetap saja masih stuck di pertanyaan , dan ga bisa akses sampai selesai. Ga ngerti kenapa.",,"Hai Bunda tya arnoli. Mohon maaf untuk ketidaknyamanannya. App kami sempat mengalami gangguan, namun saat ini telah kami perbaiki. Silakan dicoba kembali ya, Bun. Jika masih mengalami kendala, mohon kirimkan detail akun dan keluhan ke email app.feedback@theasianparent.com. Terima kasih dan jangan lupa kasih bintang 5★ ya, Bun!
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,8603384222,2022-04-25T02:52:08Z,floaska220,1,,0,TERLALU BANYAK ADS,"plis, iklannya banyak bgt… kalau kaya gini, masih banyak media source yang lain untuk cari info",,"Halo Bunda, untuk mengatasi masalah yang sedang Bunda hadapi, silakan membersihkan cache aplikasi ya, Bun. Selain itu, silakan update app Bunda ke versi terbaru agar Bunda tidak mengalami hal ini lagi kedepannya. Bila masih mengalami masalah yang sama, silahkan kirim email berisi keluhan dan detail akun Bunda ke app.feedback@theasianparent.com 😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,8499381373,2022-03-26T23:50:00Z,nadiyyarahmaniya,1,,0,Mantep,Mantep,,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,8479715826,2022-03-21T12:30:30Z,milatun,1,,0,Postingan tidak ditemukan,Kok saya nggak bisa ya nyari postingan apapun? keyword yg saya cari nggak keluar,,"Hai, Bunda. Mohon maaf atas masalah yang Bunda alami. Saat ini tim kami telah memperbaiki masalah tersebut dan silahkan coba sekali lagi. Bila Bunda masih mengalami masalah yang sama, silahkan kirim detail akun Bunda ke app.feedback@theasianparent.com. Terima kasih! 😊 (Jangan lupa bintang 5-nya!) 😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,8464998260,2022-03-17T12:21:15Z,zaaarasz,1,,0,Tidak bisa searching,Kok gagal terus yaa saya mau cari postingan yg  saya cari.,,"Halo Bunda, untuk mengatasi masalah yang sedang Bunda hadapi, silakan membersihkan cache aplikasi ya, Bun. Selain itu, silakan update app Bunda ke versi terbaru agar Bunda tidak mengalami hal ini lagi kedepannya. Bila masih mengalami masalah yang sama, silahkan kirim email berisi keluhan dan detail akun Bunda ke app.feedback@theasianparent.com 😊
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,8069501405,2021-11-27T16:12:43Z,syafitri ayu santi,1,,0,Eror,"Sudah beberapa kali mengajukan pertanyaan di aplikasi tp tdk ada notif balasan. Seperti nya apliksi nya bermasalah. Selalu minta update, sudah sy update tp kok gk mendapt blsn. Seprti bau2 eror",,Hi Bunda. Setiap pengguna aplikasi memiliki pilihan untuk menjawab atau tidaknya suatu pertanyaan. Terima kasih atas feedback-nya dan saran Bunda akan menjadi pertimbangan oleh tim kami ya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊,https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,7955133919,2021-10-26T09:04:52Z,wkshak,1,,0,Akun tdk bisa dihapus,Bagus tapi sayang ga ada fitur hapus akun.,,"Hai, Parent! Terima kasih atas reviewnya. Untuk saat ini aplikasi kami belum memiliki fitur/opsi untuk menghapus akun. Hal itu akan menjadi masukan dan pertimbangan untuk kami kedepannya, ditunggu informasi terbarunya ya Bun. Jangan lupa kasih bintang 5★ ya!
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,7477698533,2021-06-18T08:47:13Z,Ira Khoerunnisa,1,,0,Please retry terus!,Kenapa aplikasinya pas di buka jadi please retry terus ya? Ga bisa bisa😞,,"Halo Bunda. Mohon maaf atas masalah yang terjadi. Silakan Bunda coba untuk clear all data pada setting HP Anda. Jika Bunda masih mengalami hal yg sama, silakan untuk email detail keluhan Bunda ke app.feedback@theasianparent.com.  jangan lupa kasih bintang 5★ ya! Oh ya, undang teman untuk gabung dalam komunitas theAsianparent juga! 😊
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,7392478455,2021-05-27T00:40:43Z,tiintiinaa,1,,0,Tidak bisa dibuka! Something went wrong!,Diupdate malah tidak bisa dibuka. Udh remove dan install lagi malah muter2 ga jelas..😿,,"Halo Bunda. Mohon maaf atas masalah yang terjadi. Silakan Bunda coba untuk clear cache aplikasi ini. Jika Bunda masih mengalami hal yang sama setelah membersihkan cache, silakan kirimkan e-mail keluhan ke app.feedback@theasianparent.com. Jika nanti Anda telah menyukai app kami, jangan lupa kasih bintang 5★ ya! Oh ya, undang teman-teman kalian untuk gabung dalam komunitas theAsianparent juga! 😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,6608306163,2020-11-04T15:09:50Z,Taro Sakamoto,1,,0,Pencuri Clipboard,"Saat aplikasi ini dibuka (awal); maka aplikasi ini akan mengambil data yg telah Anda salin melalui memori clipboard.
Awas, Anda dimata-matai!",,"Hai, Parent. Kami selalu menjaga kebijakan privasi dan data dari setiap pengguna. Permission untuk akses camera dan memory diperlukan hanya untuk kemudahan Anda dalam menggunakan beberapa fitur di dalam Aplikasi, seperti fitur Photobooth dan lainnya. Jika hal ini masih menjadi masalah dan butuh penjelasan lebih lanjut, silakan email kami di app.feedback@theasianparent.com agar kami bisa menindaklanjuti. Terima kasih.",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,6419784208,2020-09-12T01:33:20Z,yantiragil,1,,0,Leletbanget,Kok lelet yaaa mau pantau sibayi kaya apa klau ga bisa dibuka🤦🏼‍♀️,,"Halo Bunda, mohon maaf atas kendala yang dialami. Tim kami akan bekerja untuk menyelesaikan masalah ini. Mohon mencoba kembali setelah jawaban ini ya. Jika masih mengalami kendala, mohon kesediaan Anda untuk mengirimkan detail akun Bunda dan keluhan yang dialami ke alamat email: app.feedback@theasianparent.com. Terima kasih.",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,6322944220,2020-08-15T16:37:00Z,orang terkaya,1,,0,IKLAN APLIKASI MENGGANGGU,GAUSAH ADA DI GUGEL PENJELASANNYA KALO IKLAN APLIKASINYA AJA MENGGANGGU BANGSAAAAATTTT !!!!!!!,,"Halo, Parent! Mohon maaf atas ketidaknyamanannya. Saat ini kami mencoba untuk mengatasi masalah tersebut. Bolehkah bantu kami untuk menjelaskan detail iklan yang Anda maksud di app.feedback@theasianparent.com, supaya tim kami bisa segera menyelesaikan masalah ini. Terima kasih 🙂",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,5757406206,2020-04-03T19:27:52Z,f3b1,1,,0,Kurang cocok,"Isi masyarakatnya beragam, beranda suka banyak pertanyaan. gk tau ini buat golongan mana, saya kurang cocok aja melihat pertanyaan2, jd ku uninstall. Terimakasih.",,"Hi Bunda! Terima kasih atas reviewnya. Aplikasi ini merupakan tempat bertukar cerita para Parents yang bebas bersuara, tanpa memikirkan status atau golongan manapun. Jika Bunda merasa tidak menginginkan beberapa postingan untuk muncul di beranda silahkan pilih 'Jangan Perlihatkan Ini Pada Saya' ya, Bun. Semoga Bunda bisa tetap nyaman menggunakan fitur lainnya dalam aplikasi theAsianparent ini! 😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,5546411204,2020-02-18T05:10:52Z,velinda28,1,,0,Tidak bisa menulis pertanyaan,"Hallo pihak pembuat aplikasi ini , saya kurang puas karena setiap saya mengajukan pertanyaan dan saya kirim selalu eror pasti begitu 
Padahal sinyal saya full dan kuota full 
Hp saya juga support",,"Halo Bunda, mohon maaf atas kendala yang dialami. Mohon kesediaannya untuk mengirimkan detail akun Bunda dan keluhan yang dialami ke alamat email: app.feedback@theasianparent.com ya. Terima kasih.
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,5485983362,2020-02-04T08:07:12Z,fencbgd,1,,0,Bintang 1,Inginx memberikan bintang 5 tapi Alasanx sebab kurang perhatian pada orang2 yg mendaftar VIP katanya dalam 7 minggu blum juga ada tanggapan silahkan hubungi dia lansung tapi saat di hubungi juga malah tdk ada respon sedikitpun padahal sudah lama nungguin trus tpi gak di respon2,,"Halo, terima kasih banyak atas masukannya dan mohon maaf atas ketidaknyamanannya. Untuk masalah VIP Mum yang tidak juga direspon sedikitpun, mohon kesediaan untuk mengirimkan detail akun Bunda dan keluhan yang dialami ke alamat email: app.feedback@theasianparent.com. Terima kasih. ",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,4944913289,2019-10-14T08:03:10Z,Khasdyanatahirr,1,,0,udah di refresh tapi eror terus,pengen baca2 tapi gak bisa krna eror terus 😒,,"Hai, Bunda Khasdya. Mohon maaf untuk ketidaknyamanannya, Bun. App kami sempat mengalami gangguan namun saat ini sudah kami perbaiki. Silakan mencoba kembali ya, Bun. Jika Anda masih mengalami masalah yang sama, boleh email kami di app.feedback@theasianparent.com. Terima kasih! (Jangan lupa bintang 5-nya, Bun!) 😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,13509533076,2025-12-13T17:41:21Z,Sisilkntg,2,,0,Iklan tidak pantas,"Sebenarnya sdh bagus bgt aplikasinya, pas buka artikel disambut iklan pop up judi slot jdi ilfeel 😭 
Mungkin bisa dikurasi iklan2nya karna cukup mengganggu.",,"Mohon maaf atas ketidaknyamanan yang dialami. Terima kasih telah menyampaikan masukan ini kepada kami. Kami akan segera menindaklanjuti dan meneruskan laporan ini kepada tim terkait.

Apabila di kemudian hari Parents kembali menemukan hal serupa, kami sangat menghargai jika berkenan melaporkan detailnya ke app.id@theasianparent.com agar dapat kami tindak lanjuti lebih lanjut. 🙏",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,12901419724,2025-07-17T06:27:43Z,Liaa26”,2,,0,Widget,Kok tiba tiba bgt widget nya ilang,,Halo Parents! Mohon maaf atas ketidaknyamanan yang Parents alami. Apakah kami dapat menerima tangkapan layar dari Parents yang menunjukkan masalah ini ke email kami di app.id@theasianparent.com agar kami dapat menyelesaikan maslaah yang Parents alami? Terima kasih!,https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,12586806850,2025-04-26T04:25:17Z,ai fitriyanti,2,,0,mohon solusi,"saya kok tidak bisa menggunakan aplikasi ini ya, setiap klik done selalu muncul notice sedang bermasalah. mohon solusi nya",,Halo Bunda ai fitriyanti! Mohon maaf atas ketidaknyamanannya. Apakah Bunda bisa mengirimkan detail permasalahan ini ke app.id@theasianparent.com agar kami dapat membantu Bunda menyelesaikan masalah ini? Terima kasih!,https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,12517012386,2025-04-08T02:57:14Z,Perfstrgr,2,,0,Notifikasi buruk,"Halo Team Asianparent, awalnya aku download ini karena rekomendasi temanku namun beberapa kali aku mendapat pop up notif “inilah ciri-ciri keguguran!” “Kehamilan ektopik” dsb. Ini kondisinya aku download pada saat TM 1 dimana masa tsb. Masa banyak khawatir, mual, muntah, mood gak karuan ini kan menimbulkan OVT untuk para ibu hamil apalagi kehamilan pertama, edukasi hal spt itu penting tapi bisa kah pop up notif nya gak perlu yg mengerikan? Sebab itu saya delete aplikasi ini sampai ada perbaikan!",,"Hi Parent Perfstrgr! Terima kasih atas masukannya. Kami mohon maaf jika ada pesan notifikasi kami yang menyebabkan ketidaknyamanan, ya. Tim kami akan melakukan evaluasi dan perbaikan agar notifikasi di masa mendatang lebih positif dan relevan untuk Parent. Kami sangat menghargai masukan yang diberikan, dan harap terus dukung kami dalam memberikan pengalaman terbaik. Terima kasih 😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,11866236408,2024-10-23T15:52:55Z,Bbbbbbbuuube,2,,1,Errror,Sering dpt notif tentang kehamilan tapi pas di klik artikel nya ga muncul :( eror trus pdhal udh upgrade terus,,"Hai Parent Bbbbbbbuuube! Kami mohon maaf atas ketidaknyamanannya. Tim kami sudah mengetahui masalah ini dan sedang berusaha untuk memperbaikinya secepat mungkin. Jika ada hal lain yang ingin disampaikan, jangan ragu untuk menghubungi kami di kayla.azzahra@theasianparent.com. Semoga Parent dapat terus menggunakan aplikasi kami ke depannya, yaa. Terima kasih 😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,11631946776,2024-08-20T14:25:30Z,APSMPRN,2,,0,Notifikasi beritanya kurang positif,"Serem baca notifikasi yang muncul dari app ini, seperti: ‘Awas bun ini tanda tanda janin tidak berkembang’ atau ‘hati hati keguguran karena ini’ dan lainnya sebagainya. Mental sedikit down pas lihat notifnya",,"Hi Parent! Terima kasih atas masukannya. Kami mohon maaf jika ada pesan notifikasi kami yang menyebabkan ketidaknyamanan, ya. Tim kami akan melakukan evaluasi dan perbaikan agar notifikasi di masa mendatang lebih positif dan relevan untuk Parent. Kami sangat menghargai masukan yang diberikan, dan harap terus dukung kami dalam memberikan pengalaman terbaik. Terima kasih 😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,11504140608,2024-07-17T17:10:15Z,Wepty,2,,0,Stuck di bagian hpht aja,Sedih bgttt stuck di bagian hpht ps mau scroll untuk ngelengkapin data gabisa bisa sampe di unistal trs unduh lg,,"Hi Parent! Terima kasih telah melaporkan kendala ini, ya. Kami minta maaf atas ketidaknyamanannya. Tim kami sedang melakukan investigasi dan segera memperbaiki masalah ini. Jika memungkinkan, mohon kirimkan detail permasalahan ke kayla.azzahra@theasianparent.com karena akan sangat membantu kami mempercepat proses perbaikan. Terima kasih 😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,11300488921,2024-05-24T04:34:41Z,anjelllllllll,2,,0,Suka crash,Kesal banget suka tiba-tiba pas mau search2 sesuatu eror. Terus-terusan hasil tidak ditemukan. Padahal kan aplikasiny bertujuan utk berbagi info.,,"Helo Bunda Anjel, terima kasih atas laporan dan masukannya. Saat ini tim kami sedang memperbaiki isu ini. :)",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,11296617330,2024-05-23T02:21:51Z,Lalarasati,2,,0,Bug error Baca artikel,Appsnya bagus tapi kalau klik artikel suka ga kebuka. Bug error gitu. Tolong di perbaiki,,"Hai Bunda Lalarasari, terima kasih atas laporannya. Saat ini tim kami sedang memperbaiki isu ini dan akan segera berfungsi dengan baik lagi. Terima kasih banyak :)",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,11091620991,2024-03-27T15:50:44Z,Nisaakhayrun,2,,0,Gambar pemantauan bayi,Gambar pemantauan bayinya selalu menghilang setiap di klik.,,"Hi Bunda! Terima kasih telah melaporkan kendala ini, ya. Kami minta maaf atas ketidaknyamanannya. Tim kami sedang melakukan investigasi dan segera memperbaiki masalah ini. Jika memungkinkan, mohon kirimkan detail permasalahan ke kayla.azzahra@theasianparent.com karena akan sangat membantu kami mempercepat proses perbaikan. Terima kasih 😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,10956897651,2024-02-19T16:54:02Z,Bebasbicara,2,,0,TERLALU BANYAK IKLAN GAME,Baru berapa detik iklan lg,,"Hai, Parent. Mohon maaf untuk kendala yang Parent hadapi ya. Iklan sangat dibutuhkan agar aplikasi kami tetap gratis untuk pengguna, tapi jangan khawatir, kami sudah melakukan upaya untuk mengurangi frekuensi iklan yang muncul. Untuk pertanyaan lebih lanjut, bisa hubungi kami di kayla.azzahra@theasianparent.com. Terima kasih😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,10946715924,2024-02-16T23:57:54Z,M Agustina,2,,0,"Bentar ya, ada yang salah. Coba lagi.","Respon sering seperti coba lagi terus, aplikasi sudah update terbaru tapi setiap hari hampir eror, dan VC tidak dapat digunakan untuk belanja di mama choice.",,"Hi Bunda! Terima kasih telah melaporkan kendala ini, ya. Kami minta maaf atas ketidaknyamanannya. Tim kami sedang melakukan investigasi dan segera memperbaiki masalah ini. Jika memungkinkan, mohon kirimkan detail permasalahan ke kayla.azzahra@theasianparent.com karena akan sangat membantu kami mempercepat proses perbaikan. Terima kasih 😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,10815863815,2024-01-13T05:11:27Z,jessicafonny,2,,0,Eror terus(?),"dipakai untuk lihat ukuran bayi saat ini tidak bisa, baca artikel tidak bisa, sudah beberapa hari eror terus",,"Halo Parent, mohon maaf atas masalah yang Parent hadapi. Untuk mengatasinya, silakan membersihkan cache aplikasi ya. Selain itu, silakan update app Parent ke versi terbaru agar Parent tidak mengalami hal ini lagi ke depannya. Tim kami selalu berupaya untuk memastikan hal ini tidak terjadi lagi. Bila masih mengalami masalah yang sama, silakan kirim detail akun Parent ke kayla.azzahra@theasianparent.com. Terima kasih 😊",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,10634865731,2023-11-28T14:05:24Z,veronica cahyani,2,,0,Ribet ada iklan segala,Tiba tiba ada iklan masuk..knp malah jadi begini,,"Hai, Parents. Mohon maaf untuk kendala yang Parents hadapi Ads sangat dibutuhkan agar aplikasi kami tetap gratis untuk pengguna. Tapi jangan khawatir, kami sudah melakukan upaya untuk mengurangi frekuensi iklan yang muncul.
Untuk pertanyaan lebih lanjut, bisa hubungi kami di app.feedback@tickledmedia.com/nia@tickledmedia.com. Terima kasih ya😊
 
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,10422478394,2023-09-30T08:45:13Z,Kucingtransgrnder,2,,0,Pilihan editor ngk bisa di baca,Sedih banget padahal aplikasinya sudah ok banget. Lengkap. Sayangnya setiap mau baca pilihan editor ngk bisa k buka mulu😤😤😤,,"Halo Bunda, mohon maaf atas kendala yang dialami. Tim kami akan bekerja untuk menyelesaikan masalah ini. Mohon mencoba kembali setelah beberapa saat ya. Jika masih mengalami kendala, mohon kesediaannya untuk mengirimkan detail akun Bunda dan keluhan yang dialami ke alamat email: app.feedback@theasianparent.com/nia@tickledmedia.com. Terima kasih.
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
App Store,id,,10048438353,2023-06-19T01:03:25Z,zippott,2,,0,aplikasi,3d nya tidak bisa dibuka,,"Halo, Parent zippott! Terima kasih atas feedbacknya. Namun, kami cukup kesulitan memahami keluhan yang Bunda maksud nih :( Silahkan kirimkan detail masalahnya (bisa berupa screenshoot, link, dll) ke email app.feedback@theasianparent.com / rohaya.sitanggang@tickledmedia.com agar kami bisa segera menindaklanjutinya. Terima kasih! (Jangan lupa bintang 5-nya!) 😊
",https://apps.apple.com/id/app/id1042523855?see-all=reviews
